Año,Mes cod,Mes,Vía,Frontera,País,Región,Región dos,Regiones OMT,MCEO,Agrupación Residencia,Tipo de Viajero,Viajero,Fecha
2009,9,Sep,Terrestre,07 Valle Nuevo,El Salvador,AMÉRICA DEL CENTRO,América Del Centro,AMÉRICA CENTRAL,01 CENTROAMÉRICA,El Salvador,Excursionista,3432.20683139535,2009-09-01
2009,9,Sep,Terrestre,07 Valle Nuevo,El Salvador,AMÉRICA DEL CENTRO,América Del Centro,AMÉRICA CENTRAL,01 CENTROAMÉRICA,El Salvador,Turista,20451.70668604651,2009-09-01
2009,9,Sep,Terrestre,07 Valle Nuevo,El Salvador,AMÉRICA DEL CENTRO,América Del Centro,AMÉRICA CENTRAL,01 CENTROAMÉRICA,El Salvador,Viajero,459.9864825581395,2009-09-01
2009,9,Sep,Terrestre,07 Valle Nuevo,Emiratos Árabes Unidos,OTROS ORIENTE MEDIO,Oriente Medio,ORIENTE MEDIO,08 OTROS,Resto del Mundo,Turista,1.0,2009-09-01
2009,9,Sep,Terrestre,07 Valle Nuevo,Eritrea,OTROS PAISES DEL MUNDO,Otros Paises Del Mundo,ÁFRICA ORIENTAL,08 OTROS,Resto del Mundo,Turista,1.0,2009-09-01
2009,9,Sep,Terrestre,07 Valle Nuevo,Eslovaquia,OTROS EUROPEOS,Europa,EUROPA CENTRAL/ORIENTAL,08 OTROS,Europa,Turista,1.0,2009-09-01
2009,9,Sep,Terrestre,07 Valle Nuevo,España,EUROPA,Europa,EUROPA MERIDIONAL,04 EUROPA,Europa,Turista,125.0,2009-09-01
2009,9,Sep,Terrestre,07 Valle Nuevo,Estados Unidos de América,AMÉRICA DEL NORTE,América Del Norte,AMÉRICA DEL NORTE,02 NORTEAMÉRICA,Estados Unidos de América,Turista,437.0,2009-09-01
2009,9,Sep,Terrestre,07 Valle Nuevo,Estonia,OTROS EUROPEOS,Europa,EUROPA CENTRAL/ORIENTAL,08 OTROS,Europa,Turista,1.0,2009-09-01
2009,9,Sep,Terrestre,07 Valle Nuevo,Federación de Rusia,EUROPA,Europa,EUROPA CENTRAL/ORIENTAL,05 BRICS,Europa,Turista,1.0,2009-09-01
2009,9,Sep,Terrestre,07 Valle Nuevo,Finlandia,OTROS EUROPEOS,Europa,EUROPA DEL NORTE,08 OTROS,Europa,Turista,3.0,2009-09-01
2009,9,Sep,Terrestre,07 Valle Nuevo,Francia,EUROPA,Europa,EUROPA OCCIDENTAL,04 EUROPA,Europa,Turista,27.0,2009-09-01
2009,9,Sep,Terrestre,07 Valle Nuevo,Granada,OTROS CARIBEÑOS,América Del Sur y el Caribe,EL CARIBE,08 OTROS,Resto del Mundo,Turista,1.0,2009-09-01
2009,9,Sep,Terrestre,07 Valle Nuevo,Guadalupe,OTROS CARIBEÑOS,América Del Sur y el Caribe,EL CARIBE,08 OTROS,Resto del Mundo,Turista,1.0,2009-09-01
2009,9,Sep,Terrestre,07 Valle Nuevo,Guatemala,AMÉRICA DEL CENTRO,América Del Centro,AMÉRICA CENTRAL,01 CENTROAMÉRICA,Guatemala,Excursionista,1095.606215348703,2009-09-01
2009,9,Sep,Terrestre,07 Valle Nuevo,Guatemala,AMÉRICA DEL CENTRO,América Del Centro,AMÉRICA CENTRAL,01 CENTROAMÉRICA,Guatemala,Turista,4167.230522322729,2009-09-01
2009,9,Sep,Terrestre,07 Valle Nuevo,Guatemala,AMÉRICA DEL CENTRO,América Del Centro,AMÉRICA CENTRAL,01 CENTROAMÉRICA,Guatemala,Viajero,120.1632623285673,2009-09-01
2009,9,Sep,Terrestre,07 Valle Nuevo,Guinea,OTROS PAISES DEL MUNDO,Otros Paises Del Mundo,ÁFRICA OCCIDENTAL,08 OTROS,Resto del Mundo,Turista,1.0,2009-09-01
2009,9,Sep,Terrestre,07 Valle Nuevo,Guinea-Bissau,OTROS PAISES DEL MUNDO,Otros Paises Del Mundo,ÁFRICA OCCIDENTAL,08 OTROS,Resto del Mundo,Turista,2.0,2009-09-01
2009,9,Sep,Terrestre,07 Valle Nuevo,Honduras,AMÉRICA DEL CENTRO,América Del Centro,AMÉRICA CENTRAL,01 CENTROAMÉRICA,Honduras,Turista,398.0,2009-09-01
2009,9,Sep,Terrestre,07 Valle Nuevo,Hungría,OTROS EUROPEOS,Europa,EUROPA CENTRAL/ORIENTAL,08 OTROS,Europa,Turista,1.0,2009-09-01
2009,9,Sep,Terrestre,07 Valle Nuevo,India,OTROS ASIA,Asia,ASIA MERIDIONAL,08 OTROS,Resto del Mundo,Turista,2.0,2009-09-01
2009,9,Sep,Terrestre,07 Valle Nuevo,Irlanda,OTROS EUROPEOS,Europa,EUROPA DEL NORTE,08 OTROS,Europa,Turista,6.0,2009-09-01
2009,9,Sep,Terrestre,07 Valle Nuevo,Israel,ORIENTE MEDIO,Oriente Medio,EUROPA MEDITERRÁNEA ORIENTAL,06 RESTO DEL MUNDO,Resto del Mundo,Turista,44.0,2009-09-01
2009,9,Sep,Terrestre,07 Valle Nuevo,Italia,EUROPA,Europa,EUROPA MERIDIONAL,04 EUROPA,Europa,Turista,45.0,2009-09-01
2009,9,Sep,Terrestre,07 Valle Nuevo,Jamaica,OTROS CARIBEÑOS,América Del Sur y el Caribe,EL CARIBE,08 OTROS,Resto del Mundo,Turista,1.0,2009-09-01
2009,9,Sep,Terrestre,07 Valle Nuevo,Japón,ASIA,Asia,ASIA DEL NORDESTE,06 RESTO DEL MUNDO,Resto del Mundo,Turista,10.0,2009-09-01
2009,9,Sep,Terrestre,07 Valle Nuevo,Katar,OTROS ORIENTE MEDIO,Oriente Medio,ORIENTE MEDIO,08 OTROS,Resto del Mundo,Turista,1.0,2009-09-01
2009,9,Sep,Terrestre,07 Valle Nuevo,Letonia,OTROS EUROPEOS,Europa,EUROPA CENTRAL/ORIENTAL,08 OTROS,Europa,Turista,3.0,2009-09-01
2009,9,Sep,Terrestre,07 Valle Nuevo,Malasia,OTROS ASIA,Asia,ASIA DEL SUDESTE,08 OTROS,Resto del Mundo,Turista,4.0,2009-09-01
2009,9,Sep,Terrestre,07 Valle Nuevo,Malta,OTROS EUROPEOS,Europa,EUROPA MERIDIONAL,08 OTROS,Europa,Turista,1.0,2009-09-01
2009,9,Sep,Terrestre,07 Valle Nuevo,México,AMÉRICA DEL NORTE,América Del Norte,AMÉRICA DEL NORTE,02 NORTEAMÉRICA,México,Turista,269.0,2009-09-01
2009,9,Sep,Terrestre,07 Valle Nuevo,Nicaragua,AMÉRICA DEL CENTRO,América Del Centro,AMÉRICA CENTRAL,01 CENTROAMÉRICA,Resto de Centro América,Turista,1950.0,2009-09-01
2009,9,Sep,Terrestre,07 Valle Nuevo,Noruega,EUROPA,Europa,EUROPA DEL NORTE,08 OTROS,Europa,Turista,1.0,2009-09-01
2009,9,Sep,Terrestre,07 Valle Nuevo,Nueva Zelanda,OCEANÍA,Oceanía,AUSTRALASIA,08 OTROS,Resto del Mundo,Turista,5.0,2009-09-01
2009,9,Sep,Terrestre,07 Valle Nuevo,Panamá,AMÉRICA DEL CENTRO,América Del Centro,AMÉRICA CENTRAL,01 CENTROAMÉRICA,Resto de Centro América,Turista,40.0,2009-09-01
2009,9,Sep,Terrestre,07 Valle Nuevo,Paraguay,OTROS SUDAMERICANOS,América Del Sur y el Caribe,AMÉRICA DEL SUR,08 OTROS,Suramérica,Turista,3.0,2009-09-01
2009,9,Sep,Terrestre,07 Valle Nuevo,Países Bajos,EUROPA,Europa,EUROPA OCCIDENTAL,04 EUROPA,Europa,Turista,5.0,2009-09-01
2009,9,Sep,Terrestre,07 Valle Nuevo,Perú,AMÉRICA DEL SUR,América Del Sur y el Caribe,AMÉRICA DEL SUR,08 OTROS,Suramérica,Turista,6.0,2009-09-01
2009,9,Sep,Terrestre,07 Valle Nuevo,Polonia,OTROS EUROPEOS,Europa,EUROPA CENTRAL/ORIENTAL,08 OTROS,Europa,Turista,8.0,2009-09-01
2009,9,Sep,Terrestre,07 Valle Nuevo,Portugal,OTROS EUROPEOS,Europa,EUROPA MERIDIONAL,08 OTROS,Europa,Turista,3.0,2009-09-01
2009,9,Sep,Terrestre,07 Valle Nuevo,Reino Unido de Gran Bretaña e Irlanda del Norte,EUROPA,Europa,EUROPA DEL NORTE,04 EUROPA,Europa,Turista,49.0,2009-09-01
2009,9,Sep,Terrestre,07 Valle Nuevo,República Checa,OTROS EUROPEOS,Europa,EUROPA CENTRAL/ORIENTAL,08 OTROS,Europa,Turista,1.0,2009-09-01
2009,9,Sep,Terrestre,07 Valle Nuevo,República Dominicana,EL CARIBE,América Del Sur y el Caribe,EL CARIBE,08 OTROS,Resto del Mundo,Turista,12.0,2009-09-01
2009,9,Sep,Terrestre,07 Valle Nuevo,República de Corea,ASIA,Asia,ASIA DEL NORDESTE,08 OTROS,Resto del Mundo,Turista,33.0,2009-09-01
2009,9,Sep,Terrestre,07 Valle Nuevo,Sudáfrica,OTROS PAISES DEL MUNDO,Otros Paises Del Mundo,ÁFRICA AUSTRAL,08 OTROS,Resto del Mundo,Turista,2.0,2009-09-01
2009,9,Sep,Terrestre,07 Valle Nuevo,Suecia,EUROPA,Europa,EUROPA DEL NORTE,08 OTROS,Europa,Turista,5.0,2009-09-01
2009,9,Sep,Terrestre,07 Valle Nuevo,Suiza,EUROPA,Europa,EUROPA OCCIDENTAL,08 OTROS,Europa,Turista,18.0,2009-09-01
2009,9,Sep,Terrestre,07 Valle Nuevo,Turquía,OTROS EUROPEOS,Europa,EUROPA MEDITERRÁNEA ORIENTAL,08 OTROS,Europa,Turista,1.0,2009-09-01
2009,9,Sep,Terrestre,07 Valle Nuevo,Ucrania,OTROS EUROPEOS,Europa,EUROPA CENTRAL/ORIENTAL,08 OTROS,Europa,Turista,1.0,2009-09-01
2009,9,Sep,Terrestre,07 Valle Nuevo,Uruguay,OTROS SUDAMERICANOS,América Del Sur y el Caribe,AMÉRICA DEL SUR,08 OTROS,Suramérica,Turista,5.0,2009-09-01
2009,9,Sep,Terrestre,07 Valle Nuevo,Venezuela (República Bolivariana de),AMÉRICA DEL SUR,América Del Sur y el Caribe,AMÉRICA DEL SUR,08 OTROS,Suramérica,Turista,18.0,2009-09-01
2009,9,Sep,Terrestre,08 Pedro de Alvarado,Alemania,EUROPA,Europa,EUROPA OCCIDENTAL,04 EUROPA,Europa,Turista,31.0,2009-09-01
2009,9,Sep,Terrestre,08 Pedro de Alvarado,Argentina,AMÉRICA DEL SUR,América Del Sur y el Caribe,AMÉRICA DEL SUR,03 SUDAMÉRICA,Suramérica,Turista,17.0,2009-09-01
2009,9,Sep,Terrestre,08 Pedro de Alvarado,Australia,OCEANÍA,Oceanía,AUSTRALASIA,06 RESTO DEL MUNDO,Resto del Mundo,Turista,11.0,2009-09-01
2009,9,Sep,Terrestre,08 Pedro de Alvarado,Austria,EUROPA,Europa,EUROPA OCCIDENTAL,08 OTROS,Europa,Turista,10.0,2009-09-01
2009,9,Sep,Terrestre,08 Pedro de Alvarado,Belice,AMÉRICA DEL CENTRO,América Del Centro,AMÉRICA CENTRAL,01 CENTROAMÉRICA,Belice,Turista,6.0,2009-09-01
2009,9,Sep,Terrestre,08 Pedro de Alvarado,Belice,AMÉRICA DEL CENTRO,América Del Centro,AMÉRICA CENTRAL,01 CENTROAMÉRICA,Belice,Viajero,1.0,2009-09-01
2009,9,Sep,Terrestre,08 Pedro de Alvarado,Bolivia (Estado Plurinacional de),OTROS SUDAMERICANOS,América Del Sur y el Caribe,AMÉRICA DEL SUR,08 OTROS,Suramérica,Turista,1.0,2009-09-01
2009,9,Sep,Terrestre,08 Pedro de Alvarado,Brasil,AMÉRICA DEL SUR,América Del Sur y el Caribe,AMÉRICA DEL SUR,03 SUDAMÉRICA,Suramérica,Turista,2.0,2009-09-01
2009,9,Sep,Terrestre,08 Pedro de Alvarado,Bélgica,EUROPA,Europa,EUROPA OCCIDENTAL,08 OTROS,Europa,Turista,7.0,2009-09-01
2009,9,Sep,Terrestre,08 Pedro de Alvarado,Canadá,AMÉRICA DEL NORTE,América Del Norte,AMÉRICA DEL NORTE,02 NORTEAMÉRICA,Canadá,Turista,19.0,2009-09-01
2009,9,Sep,Terrestre,08 Pedro de Alvarado,Chile,AMÉRICA DEL SUR,América Del Sur y el Caribe,AMÉRICA DEL SUR,08 OTROS,Suramérica,Turista,7.0,2009-09-01
2009,9,Sep,Terrestre,08 Pedro de Alvarado,China,ASIA,Asia,ASIA DEL NORDESTE,05 BRICS,Resto del Mundo,Turista,2.0,2009-09-01
2009,9,Sep,Terrestre,08 Pedro de Alvarado,Colombia,AMÉRICA DEL SUR,América Del Sur y el Caribe,AMÉRICA DEL SUR,03 SUDAMÉRICA,Suramérica,Turista,9.0,2009-09-01
2009,9,Sep,Terrestre,08 Pedro de Alvarado,Costa Rica,AMÉRICA DEL CENTRO,América Del Centro,AMÉRICA CENTRAL,01 CENTROAMÉRICA,Resto de Centro América,Excursionista,17.05704697986576,2009-09-01
2009,9,Sep,Terrestre,08 Pedro de Alvarado,Costa Rica,AMÉRICA DEL CENTRO,América Del Centro,AMÉRICA CENTRAL,01 CENTROAMÉRICA,Resto de Centro América,Turista,93.44295302013418,2009-09-01
2009,9,Sep,Terrestre,08 Pedro de Alvarado,Costa Rica,AMÉRICA DEL CENTRO,América Del Centro,AMÉRICA CENTRAL,01 CENTROAMÉRICA,Resto de Centro América,Viajero,110.5000000000001,2009-09-01
2009,9,Sep,Terrestre,08 Pedro de Alvarado,Dinamarca,EUROPA,Europa,EUROPA DEL NORTE,08 OTROS,Europa,Turista,3.0,2009-09-01
2009,9,Sep,Terrestre,08 Pedro de Alvarado,Ecuador,AMÉRICA DEL SUR,América Del Sur y el Caribe,AMÉRICA DEL SUR,08 OTROS,Suramérica,Turista,1.0,2009-09-01
2009,9,Sep,Terrestre,08 Pedro de Alvarado,El Salvador,AMÉRICA DEL CENTRO,América Del Centro,AMÉRICA CENTRAL,01 CENTROAMÉRICA,El Salvador,Excursionista,140.4524495677234,2009-09-01
2009,9,Sep,Terrestre,08 Pedro de Alvarado,El Salvador,AMÉRICA DEL CENTRO,América Del Centro,AMÉRICA CENTRAL,01 CENTROAMÉRICA,El Salvador,Turista,1881.604827089339,2009-09-01
2009,9,Sep,Terrestre,08 Pedro de Alvarado,El Salvador,AMÉRICA DEL CENTRO,América Del Centro,AMÉRICA CENTRAL,01 CENTROAMÉRICA,El Salvador,Viajero,96.94272334293952,2009-09-01
2009,9,Sep,Terrestre,08 Pedro de Alvarado,Eslovaquia,OTROS EUROPEOS,Europa,EUROPA CENTRAL/ORIENTAL,08 OTROS,Europa,Turista,2.0,2009-09-01
2009,9,Sep,Terrestre,08 Pedro de Alvarado,España,EUROPA,Europa,EUROPA MERIDIONAL,04 EUROPA,Europa,Turista,21.0,2009-09-01
2009,9,Sep,Terrestre,08 Pedro de Alvarado,Estados Unidos de América,AMÉRICA DEL NORTE,América Del Norte,AMÉRICA DEL NORTE,02 NORTEAMÉRICA,Estados Unidos de América,Turista,177.0,2009-09-01
2009,9,Sep,Terrestre,08 Pedro de Alvarado,Federación de Rusia,EUROPA,Europa,EUROPA CENTRAL/ORIENTAL,05 BRICS,Europa,Turista,13.0,2009-09-01
2009,9,Sep,Terrestre,08 Pedro de Alvarado,Francia,EUROPA,Europa,EUROPA OCCIDENTAL,04 EUROPA,Europa,Turista,25.0,2009-09-01
2009,9,Sep,Terrestre,08 Pedro de Alvarado,Guadalupe,OTROS CARIBEÑOS,América Del Sur y el Caribe,EL CARIBE,08 OTROS,Resto del Mundo,Turista,1.0,2009-09-01
2009,9,Sep,Terrestre,08 Pedro de Alvarado,Guam,OTROS OCEANÍA,Oceanía,MICRONESIA,08 OTROS,Resto del Mundo,Turista,1.0,2009-09-01
2009,9,Sep,Terrestre,08 Pedro de Alvarado,Guatemala,AMÉRICA DEL CENTRO,América Del Centro,AMÉRICA CENTRAL,01 CENTROAMÉRICA,Guatemala,Excursionista,22.63434821164646,2009-09-01
2009,9,Sep,Terrestre,08 Pedro de Alvarado,Guatemala,AMÉRICA DEL CENTRO,América Del Centro,AMÉRICA CENTRAL,01 CENTROAMÉRICA,Guatemala,Turista,2101.85072420927,2009-09-01
2009,9,Sep,Terrestre,08 Pedro de Alvarado,Guatemala,AMÉRICA DEL CENTRO,América Del Centro,AMÉRICA CENTRAL,01 CENTROAMÉRICA,Guatemala,Viajero,2.51492757907183,2009-09-01
2009,9,Sep,Terrestre,08 Pedro de Alvarado,Guinea Ecuatorial,OTROS PAISES DEL MUNDO,Otros Paises Del Mundo,ÁFRICA CENTRAL,08 OTROS,Resto del Mundo,Turista,1.0,2009-09-01
2009,9,Sep,Terrestre,08 Pedro de Alvarado,Honduras,AMÉRICA DEL CENTRO,América Del Centro,AMÉRICA CENTRAL,01 CENTROAMÉRICA,Honduras,Excursionista,6.806603773584905,2009-09-01
2009,9,Sep,Terrestre,08 Pedro de Alvarado,Honduras,AMÉRICA DEL CENTRO,América Del Centro,AMÉRICA CENTRAL,01 CENTROAMÉRICA,Honduras,Turista,24.28301886792453,2009-09-01
2009,9,Sep,Terrestre,08 Pedro de Alvarado,Honduras,AMÉRICA DEL CENTRO,América Del Centro,AMÉRICA CENTRAL,01 CENTROAMÉRICA,Honduras,Viajero,7.910377358490564,2009-09-01
2009,9,Sep,Terrestre,08 Pedro de Alvarado,Irlanda,OTROS EUROPEOS,Europa,EUROPA DEL NORTE,08 OTROS,Europa,Turista,1.0,2009-09-01
2009,9,Sep,Terrestre,08 Pedro de Alvarado,Israel,ORIENTE MEDIO,Oriente Medio,EUROPA MEDITERRÁNEA ORIENTAL,06 RESTO DEL MUNDO,Resto del Mundo,Turista,21.0,2009-09-01
2009,9,Sep,Terrestre,08 Pedro de Alvarado,Italia,EUROPA,Europa,EUROPA MERIDIONAL,04 EUROPA,Europa,Turista,4.0,2009-09-01
2009,9,Sep,Terrestre,08 Pedro de Alvarado,Japón,ASIA,Asia,ASIA DEL NORDESTE,06 RESTO DEL MUNDO,Resto del Mundo,Turista,3.0,2009-09-01
2009,9,Sep,Terrestre,08 Pedro de Alvarado,Katar,OTROS ORIENTE MEDIO,Oriente Medio,ORIENTE MEDIO,08 OTROS,Resto del Mundo,Turista,2.0,2009-09-01
2009,9,Sep,Terrestre,08 Pedro de Alvarado,Lituania,OTROS EUROPEOS,Europa,EUROPA CENTRAL/ORIENTAL,08 OTROS,Europa,Turista,1.0,2009-09-01
2009,9,Sep,Terrestre,08 Pedro de Alvarado,México,AMÉRICA DEL NORTE,América Del Norte,AMÉRICA DEL NORTE,02 NORTEAMÉRICA,México,Excursionista,138.3537549407115,2009-09-01
2009,9,Sep,Terrestre,08 Pedro de Alvarado,México,AMÉRICA DEL NORTE,América Del Norte,AMÉRICA DEL NORTE,02 NORTEAMÉRICA,México,Turista,4.616600790513834,2009-09-01
2009,9,Sep,Terrestre,08 Pedro de Alvarado,México,AMÉRICA DEL NORTE,América Del Norte,AMÉRICA DEL NORTE,02 NORTEAMÉRICA,México,Viajero,3.029644268774704,2009-09-01
2009,9,Sep,Terrestre,08 Pedro de Alvarado,Nicaragua,AMÉRICA DEL CENTRO,América Del Centro,AMÉRICA CENTRAL,01 CENTROAMÉRICA,Resto de Centro América,Excursionista,11.73154362416107,2009-09-01
2009,9,Sep,Terrestre,08 Pedro de Alvarado,Nicaragua,AMÉRICA DEL CENTRO,América Del Centro,AMÉRICA CENTRAL,01 CENTROAMÉRICA,Resto de Centro América,Turista,64.2684563758389,2009-09-01
2009,9,Sep,Terrestre,08 Pedro de Alvarado,Nicaragua,AMÉRICA DEL CENTRO,América Del Centro,AMÉRICA CENTRAL,01 CENTROAMÉRICA,Resto de Centro América,Viajero,76.00000000000006,2009-09-01
2009,9,Sep,Terrestre,08 Pedro de Alvarado,Noruega,EUROPA,Europa,EUROPA DEL NORTE,08 OTROS,Europa,Turista,5.0,2009-09-01
2009,9,Sep,Terrestre,08 Pedro de Alvarado,OTROS PAISES DEL MUNDO,OTROS PAISES DEL MUNDO,Otros Paises Del Mundo,OTROS EUROPA,08 OTROS,Resto del Mundo,Turista,3.0,2009-09-01
2009,9,Sep,Terrestre,08 Pedro de Alvarado,Panamá,AMÉRICA DEL CENTRO,América Del Centro,AMÉRICA CENTRAL,01 CENTROAMÉRICA,Resto de Centro América,Excursionista,0.694630872483221,2009-09-01
2009,9,Sep,Terrestre,08 Pedro de Alvarado,Panamá,AMÉRICA DEL CENTRO,América Del Centro,AMÉRICA CENTRAL,01 CENTROAMÉRICA,Resto de Centro América,Turista,3.805369127516776,2009-09-01
2009,9,Sep,Terrestre,08 Pedro de Alvarado,Panamá,AMÉRICA DEL CENTRO,América Del Centro,AMÉRICA CENTRAL,01 CENTROAMÉRICA,Resto de Centro América,Viajero,4.500000000000003,2009-09-01
2009,9,Sep,Terrestre,08 Pedro de Alvarado,Países Bajos,EUROPA,Europa,EUROPA OCCIDENTAL,04 EUROPA,Europa,Turista,14.0,2009-09-01
2009,9,Sep,Terrestre,08 Pedro de Alvarado,Perú,AMÉRICA DEL SUR,América Del Sur y el Caribe,AMÉRICA DEL SUR,08 OTROS,Suramérica,Turista,2.0,2009-09-01
2009,9,Sep,Terrestre,08 Pedro de Alvarado,Reino Unido de Gran Bretaña e Irlanda del Norte,EUROPA,Europa,EUROPA DEL NORTE,04 EUROPA,Europa,Turista,20.0,2009-09-01
2009,9,Sep,Terrestre,08 Pedro de Alvarado,República Checa,OTROS EUROPEOS,Europa,EUROPA CENTRAL/ORIENTAL,08 OTROS,Europa,Turista,1.0,2009-09-01
2009,9,Sep,Terrestre,08 Pedro de Alvarado,República Dominicana,EL CARIBE,América Del Sur y el Caribe,EL CARIBE,08 OTROS,Resto del Mundo,Turista,11.0,2009-09-01
2009,9,Sep,Terrestre,08 Pedro de Alvarado,República de Corea,ASIA,Asia,ASIA DEL NORDESTE,08 OTROS,Resto del Mundo,Turista,22.0,2009-09-01
2009,9,Sep,Terrestre,08 Pedro de Alvarado,Sudáfrica,OTROS PAISES DEL MUNDO,Otros Paises Del Mundo,ÁFRICA AUSTRAL,08 OTROS,Resto del Mundo,Turista,1.0,2009-09-01
2009,9,Sep,Terrestre,08 Pedro de Alvarado,Suiza,EUROPA,Europa,EUROPA OCCIDENTAL,08 OTROS,Europa,Turista,4.0,2009-09-01
2009,9,Sep,Terrestre,08 Pedro de Alvarado,Venezuela (República Bolivariana de),AMÉRICA DEL SUR,América Del Sur y el Caribe,AMÉRICA DEL SUR,08 OTROS,Suramérica,Turista,2.0,2009-09-01
2009,9,Sep,Terrestre,09 San Cristóbal,Alemania,EUROPA,Europa,EUROPA OCCIDENTAL,04 EUROPA,Europa,Turista,4.0,2009-09-01
2009,9,Sep,Terrestre,09 San Cristóbal,Argentina,AMÉRICA DEL SUR,América Del Sur y el Caribe,AMÉRICA DEL SUR,03 SUDAMÉRICA,Suramérica,Turista,6.0,2009-09-01
2009,9,Sep,Terrestre,09 San Cristóbal,Australia,OCEANÍA,Oceanía,AUSTRALASIA,06 RESTO DEL MUNDO,Resto del Mundo,Turista,1.0,2009-09-01
2009,9,Sep,Terrestre,09 San Cristóbal,Austria,EUROPA,Europa,EUROPA OCCIDENTAL,08 OTROS,Europa,Turista,2.0,2009-09-01
2009,9,Sep,Terrestre,09 San Cristóbal,Belice,AMÉRICA DEL CENTRO,América Del Centro,AMÉRICA CENTRAL,01 CENTROAMÉRICA,Belice,Excursionista,25.0,2009-09-01
2009,9,Sep,Terrestre,09 San Cristóbal,Brasil,AMÉRICA DEL SUR,América Del Sur y el Caribe,AMÉRICA DEL SUR,03 SUDAMÉRICA,Suramérica,Turista,3.0,2009-09-01
2009,9,Sep,Terrestre,09 San Cristóbal,Bélgica,EUROPA,Europa,EUROPA OCCIDENTAL,08 OTROS,Europa,Turista,1.0,2009-09-01
2009,9,Sep,Terrestre,09 San Cristóbal,Canadá,AMÉRICA DEL NORTE,América Del Norte,AMÉRICA DEL NORTE,02 NORTEAMÉRICA,Canadá,Turista,6.868749999999999,2009-09-01
2009,9,Sep,Terrestre,09 San Cristóbal,Canadá,AMÉRICA DEL NORTE,América Del Norte,AMÉRICA DEL NORTE,02 NORTEAMÉRICA,Canadá,Viajero,0.13125,2009-09-01
2009,9,Sep,Terrestre,09 San Cristóbal,Chile,AMÉRICA DEL SUR,América Del Sur y el Caribe,AMÉRICA DEL SUR,08 OTROS,Suramérica,Turista,1.0,2009-09-01
2009,9,Sep,Terrestre,09 San Cristóbal,Colombia,AMÉRICA DEL SUR,América Del Sur y el Caribe,AMÉRICA DEL SUR,03 SUDAMÉRICA,Suramérica,Turista,2.0,2009-09-01
2009,9,Sep,Terrestre,09 San Cristóbal,Costa Rica,AMÉRICA DEL CENTRO,América Del Centro,AMÉRICA CENTRAL,01 CENTROAMÉRICA,Resto de Centro América,Excursionista,1.756756756756757,2009-09-01
2009,9,Sep,Terrestre,09 San Cristóbal,Costa Rica,AMÉRICA DEL CENTRO,América Del Centro,AMÉRICA CENTRAL,01 CENTROAMÉRICA,Resto de Centro América,Turista,24.24324324324324,2009-09-01
2009,9,Sep,Terrestre,09 San Cristóbal,Dominica,OTROS CARIBEÑOS,América Del Sur y el Caribe,EL CARIBE,08 OTROS,Resto del Mundo,Turista,2.0,2009-09-01
2009,9,Sep,Terrestre,09 San Cristóbal,Ecuador,AMÉRICA DEL SUR,América Del Sur y el Caribe,AMÉRICA DEL SUR,08 OTROS,Suramérica,Turista,1.0,2009-09-01
2009,9,Sep,Terrestre,09 San Cristóbal,El Salvador,AMÉRICA DEL CENTRO,América Del Centro,AMÉRICA CENTRAL,01 CENTROAMÉRICA,El Salvador,Excursionista,1694.638426626324,2009-09-01
2009,9,Sep,Terrestre,09 San Cristóbal,El Salvador,AMÉRICA DEL CENTRO,América Del Centro,AMÉRICA CENTRAL,01 CENTROAMÉRICA,El Salvador,Turista,3625.128593040848,2009-09-01
2009,9,Sep,Terrestre,09 San Cristóbal,El Salvador,AMÉRICA DEL CENTRO,América Del Centro,AMÉRICA CENTRAL,01 CENTROAMÉRICA,El Salvador,Viajero,454.2329803328293,2009-09-01
2009,9,Sep,Terrestre,09 San Cristóbal,Eslovaquia,OTROS EUROPEOS,Europa,EUROPA CENTRAL/ORIENTAL,08 OTROS,Europa,Excursionista,1.0,2009-09-01
2009,9,Sep,Terrestre,09 San Cristóbal,España,EUROPA,Europa,EUROPA MERIDIONAL,04 EUROPA,Europa,Excursionista,5.0,2009-09-01
2009,9,Sep,Terrestre,09 San Cristóbal,Estados Unidos de América,AMÉRICA DEL NORTE,América Del Norte,AMÉRICA DEL NORTE,02 NORTEAMÉRICA,Estados Unidos de América,Turista,114.80625,2009-09-01
2009,9,Sep,Terrestre,09 San Cristóbal,Estados Unidos de América,AMÉRICA DEL NORTE,América Del Norte,AMÉRICA DEL NORTE,02 NORTEAMÉRICA,Estados Unidos de América,Viajero,2.19375,2009-09-01
2009,9,Sep,Terrestre,09 San Cristóbal,Finlandia,OTROS EUROPEOS,Europa,EUROPA DEL NORTE,08 OTROS,Europa,Turista,1.0,2009-09-01
2009,9,Sep,Terrestre,09 San Cristóbal,Francia,EUROPA,Europa,EUROPA OCCIDENTAL,04 EUROPA,Europa,Turista,2.0,2009-09-01
2009,9,Sep,Terrestre,09 San Cristóbal,Guatemala,AMÉRICA DEL CENTRO,América Del Centro,AMÉRICA CENTRAL,01 CENTROAMÉRICA,Guatemala,Excursionista,1903.523178807948,2009-09-01
2009,9,Sep,Terrestre,09 San Cristóbal,Guatemala,AMÉRICA DEL CENTRO,América Del Centro,AMÉRICA CENTRAL,01 CENTROAMÉRICA,Guatemala,Turista,238.1456953642384,2009-09-01
