Año,Mes cod,Mes,Vía,Frontera,País,Región,Región dos,Regiones OMT,MCEO,Agrupación Residencia,Tipo de Viajero,Viajero,Fecha
2009,9,Sep,Aérea,01 La Aurora,Níger,OTROS PAISES DEL MUNDO,Otros Paises Del Mundo,ÁFRICA OCCIDENTAL,08 OTROS,Resto del Mundo,Turista,2.0,2009-09-01
2009,9,Sep,Aérea,01 La Aurora,OTROS PAISES DEL MUNDO,OTROS PAISES DEL MUNDO,Otros Paises Del Mundo,OTROS EUROPA,08 OTROS,Resto del Mundo,Turista,1.0,2009-09-01
2009,9,Sep,Aérea,01 La Aurora,Pakistán,OTROS ASIA,Asia,ASIA MERIDIONAL,08 OTROS,Resto del Mundo,Turista,4.0,2009-09-01
2009,9,Sep,Aérea,01 La Aurora,Panamá,AMÉRICA DEL CENTRO,América Del Centro,AMÉRICA CENTRAL,01 CENTROAMÉRICA,Resto de Centro América,Turista,719.0,2009-09-01
2009,9,Sep,Aérea,01 La Aurora,Paraguay,OTROS SUDAMERICANOS,América Del Sur y el Caribe,AMÉRICA DEL SUR,08 OTROS,Suramérica,Turista,32.0,2009-09-01
2009,9,Sep,Aérea,01 La Aurora,Países Bajos,EUROPA,Europa,EUROPA OCCIDENTAL,04 EUROPA,Europa,Turista,228.0,2009-09-01
2009,9,Sep,Aérea,01 La Aurora,Perú,AMÉRICA DEL SUR,América Del Sur y el Caribe,AMÉRICA DEL SUR,08 OTROS,Suramérica,Turista,209.0,2009-09-01
2009,9,Sep,Aérea,01 La Aurora,Polonia,OTROS EUROPEOS,Europa,EUROPA CENTRAL/ORIENTAL,08 OTROS,Europa,Turista,22.0,2009-09-01
2009,9,Sep,Aérea,01 La Aurora,Portugal,OTROS EUROPEOS,Europa,EUROPA MERIDIONAL,08 OTROS,Europa,Turista,40.0,2009-09-01
2009,9,Sep,Aérea,01 La Aurora,Reino Unido de Gran Bretaña e Irlanda del Norte,EUROPA,Europa,EUROPA DEL NORTE,04 EUROPA,Europa,Turista,339.0,2009-09-01
2009,9,Sep,Aérea,01 La Aurora,República Centroafricana,OTROS PAISES DEL MUNDO,Otros Paises Del Mundo,ÁFRICA CENTRAL,08 OTROS,Resto del Mundo,Turista,2.0,2009-09-01
2009,9,Sep,Aérea,01 La Aurora,República Checa,OTROS EUROPEOS,Europa,EUROPA CENTRAL/ORIENTAL,08 OTROS,Europa,Turista,13.0,2009-09-01
2009,9,Sep,Aérea,01 La Aurora,República Dominicana,EL CARIBE,América Del Sur y el Caribe,EL CARIBE,08 OTROS,Resto del Mundo,Turista,403.0,2009-09-01
2009,9,Sep,Aérea,01 La Aurora,República Popular Democrática de Corea,ASIA,Asia,ASIA DEL NORDESTE,08 OTROS,Resto del Mundo,Turista,1.0,2009-09-01
2009,9,Sep,Aérea,01 La Aurora,República de Corea,ASIA,Asia,ASIA DEL NORDESTE,08 OTROS,Resto del Mundo,Turista,380.0,2009-09-01
2009,9,Sep,Aérea,01 La Aurora,República Árabe Siria,OTROS ORIENTE MEDIO,Oriente Medio,ORIENTE MEDIO,08 OTROS,Resto del Mundo,Turista,6.0,2009-09-01
2009,9,Sep,Aérea,01 La Aurora,Rumania,OTROS EUROPEOS,Europa,EUROPA CENTRAL/ORIENTAL,08 OTROS,Europa,Turista,6.0,2009-09-01
2009,9,Sep,Aérea,01 La Aurora,San Cristóbal y Nieves,OTROS CARIBEÑOS,América Del Sur y el Caribe,EL CARIBE,08 OTROS,Resto del Mundo,Turista,2.0,2009-09-01
2009,9,Sep,Aérea,01 La Aurora,San Vicente y las Granadinas,OTROS CARIBEÑOS,América Del Sur y el Caribe,EL CARIBE,08 OTROS,Resto del Mundo,Turista,1.0,2009-09-01
2009,9,Sep,Aérea,01 La Aurora,Santa Lucía,OTROS CARIBEÑOS,América Del Sur y el Caribe,EL CARIBE,08 OTROS,Resto del Mundo,Turista,2.0,2009-09-01
2009,9,Sep,Aérea,01 La Aurora,Santo Tomé y Príncipe,OTROS PAISES DEL MUNDO,Otros Paises Del Mundo,ÁFRICA CENTRAL,08 OTROS,Resto del Mundo,Turista,5.0,2009-09-01
2009,9,Sep,Aérea,01 La Aurora,Serbia,OTROS EUROPEOS,Europa,EUROPA MERIDIONAL,08 OTROS,Europa,Turista,1.0,2009-09-01
2009,9,Sep,Aérea,01 La Aurora,Singapur,OTROS ASIA,Asia,ASIA DEL SUDESTE,08 OTROS,Resto del Mundo,Turista,2.0,2009-09-01
2009,9,Sep,Aérea,01 La Aurora,Sri Lanka,OTROS ASIA,Asia,ASIA MERIDIONAL,08 OTROS,Resto del Mundo,Turista,7.0,2009-09-01
2009,9,Sep,Aérea,01 La Aurora,Sudáfrica,OTROS PAISES DEL MUNDO,Otros Paises Del Mundo,ÁFRICA AUSTRAL,08 OTROS,Resto del Mundo,Turista,15.0,2009-09-01
2009,9,Sep,Aérea,01 La Aurora,Sudán,OTROS PAISES DEL MUNDO,Otros Paises Del Mundo,ÁFRICA DEL NORTE,08 OTROS,Resto del Mundo,Turista,1.0,2009-09-01
2009,9,Sep,Aérea,01 La Aurora,Suecia,EUROPA,Europa,EUROPA DEL NORTE,08 OTROS,Europa,Turista,78.0,2009-09-01
2009,9,Sep,Aérea,01 La Aurora,Suiza,EUROPA,Europa,EUROPA OCCIDENTAL,08 OTROS,Europa,Turista,135.0,2009-09-01
2009,9,Sep,Aérea,01 La Aurora,Suriname,OTROS SUDAMERICANOS,América Del Sur y el Caribe,AMÉRICA DEL SUR,08 OTROS,Suramérica,Turista,2.0,2009-09-01
2009,9,Sep,Aérea,01 La Aurora,Tailandia,OTROS ASIA,Asia,ASIA DEL SUDESTE,08 OTROS,Resto del Mundo,Turista,3.0,2009-09-01
2009,9,Sep,Aérea,01 La Aurora,Trinidad y Tobago,OTROS CARIBEÑOS,América Del Sur y el Caribe,EL CARIBE,08 OTROS,Resto del Mundo,Turista,23.0,2009-09-01
2009,9,Sep,Aérea,01 La Aurora,Turquía,OTROS EUROPEOS,Europa,EUROPA MEDITERRÁNEA ORIENTAL,08 OTROS,Europa,Turista,17.0,2009-09-01
2009,9,Sep,Aérea,01 La Aurora,Ucrania,OTROS EUROPEOS,Europa,EUROPA CENTRAL/ORIENTAL,08 OTROS,Europa,Turista,7.0,2009-09-01
2009,9,Sep,Aérea,01 La Aurora,Uruguay,OTROS SUDAMERICANOS,América Del Sur y el Caribe,AMÉRICA DEL SUR,08 OTROS,Suramérica,Turista,106.0,2009-09-01
2009,9,Sep,Aérea,01 La Aurora,Vanuatu,OTROS OCEANÍA,Oceanía,MELANESIA,08 OTROS,Resto del Mundo,Turista,2.0,2009-09-01
2009,9,Sep,Aérea,01 La Aurora,Venezuela (República Bolivariana de),AMÉRICA DEL SUR,América Del Sur y el Caribe,AMÉRICA DEL SUR,08 OTROS,Suramérica,Turista,342.0,2009-09-01
2009,9,Sep,Aérea,01 La Aurora,Viet Nam,OTROS ASIA,Asia,ASIA DEL SUDESTE,08 OTROS,Resto del Mundo,Turista,2.0,2009-09-01
2009,9,Sep,Aérea,01 La Aurora,Zambia,OTROS PAISES DEL MUNDO,Otros Paises Del Mundo,ÁFRICA ORIENTAL,08 OTROS,Resto del Mundo,Turista,2.0,2009-09-01
2009,9,Sep,Aérea,02 Mundo Maya,Alemania,EUROPA,Europa,EUROPA OCCIDENTAL,04 EUROPA,Europa,Turista,1.0,2009-09-01
2009,9,Sep,Aérea,02 Mundo Maya,Belice,AMÉRICA DEL CENTRO,América Del Centro,AMÉRICA CENTRAL,01 CENTROAMÉRICA,Belice,Turista,1.0,2009-09-01
2009,9,Sep,Aérea,02 Mundo Maya,Brasil,AMÉRICA DEL SUR,América Del Sur y el Caribe,AMÉRICA DEL SUR,03 SUDAMÉRICA,Suramérica,Turista,1.0,2009-09-01
2009,9,Sep,Aérea,02 Mundo Maya,Canadá,AMÉRICA DEL NORTE,América Del Norte,AMÉRICA DEL NORTE,02 NORTEAMÉRICA,Canadá,Turista,1.0,2009-09-01
2009,9,Sep,Aérea,02 Mundo Maya,China,ASIA,Asia,ASIA DEL NORDESTE,05 BRICS,Resto del Mundo,Turista,2.0,2009-09-01
2009,9,Sep,Aérea,02 Mundo Maya,Colombia,AMÉRICA DEL SUR,América Del Sur y el Caribe,AMÉRICA DEL SUR,03 SUDAMÉRICA,Suramérica,Turista,3.0,2009-09-01
2009,9,Sep,Aérea,02 Mundo Maya,El Salvador,AMÉRICA DEL CENTRO,América Del Centro,AMÉRICA CENTRAL,01 CENTROAMÉRICA,El Salvador,Turista,1.0,2009-09-01
2009,9,Sep,Aérea,02 Mundo Maya,España,EUROPA,Europa,EUROPA MERIDIONAL,04 EUROPA,Europa,Turista,3.0,2009-09-01
2009,9,Sep,Aérea,02 Mundo Maya,Estados Unidos de América,AMÉRICA DEL NORTE,América Del Norte,AMÉRICA DEL NORTE,02 NORTEAMÉRICA,Estados Unidos de América,Turista,36.0,2009-09-01
2009,9,Sep,Aérea,02 Mundo Maya,Francia,EUROPA,Europa,EUROPA OCCIDENTAL,04 EUROPA,Europa,Turista,18.0,2009-09-01
2009,9,Sep,Aérea,02 Mundo Maya,Guatemala,AMÉRICA DEL CENTRO,América Del Centro,AMÉRICA CENTRAL,01 CENTROAMÉRICA,Guatemala,Turista,25.0,2009-09-01
2009,9,Sep,Aérea,02 Mundo Maya,Italia,EUROPA,Europa,EUROPA MERIDIONAL,04 EUROPA,Europa,Turista,2.0,2009-09-01
2009,9,Sep,Aérea,02 Mundo Maya,Japón,ASIA,Asia,ASIA DEL NORDESTE,06 RESTO DEL MUNDO,Resto del Mundo,Turista,6.0,2009-09-01
2009,9,Sep,Aérea,02 Mundo Maya,México,AMÉRICA DEL NORTE,América Del Norte,AMÉRICA DEL NORTE,02 NORTEAMÉRICA,México,Turista,6.0,2009-09-01
2009,9,Sep,Aérea,02 Mundo Maya,Nicaragua,AMÉRICA DEL CENTRO,América Del Centro,AMÉRICA CENTRAL,01 CENTROAMÉRICA,Resto de Centro América,Turista,3.0,2009-09-01
2009,9,Sep,Aérea,02 Mundo Maya,Reino Unido de Gran Bretaña e Irlanda del Norte,EUROPA,Europa,EUROPA DEL NORTE,04 EUROPA,Europa,Turista,4.0,2009-09-01
2009,9,Sep,Marítima,03 Puerto Quetzal,Alemania,EUROPA,Europa,EUROPA OCCIDENTAL,04 EUROPA,Europa,Turista,1.0,2009-09-01
2009,9,Sep,Marítima,03 Puerto Quetzal,Brasil,AMÉRICA DEL SUR,América Del Sur y el Caribe,AMÉRICA DEL SUR,03 SUDAMÉRICA,Suramérica,Turista,1.0,2009-09-01
2009,9,Sep,Marítima,03 Puerto Quetzal,Bulgaria,OTROS EUROPEOS,Europa,EUROPA CENTRAL/ORIENTAL,08 OTROS,Europa,Turista,1.0,2009-09-01
2009,9,Sep,Marítima,03 Puerto Quetzal,Canadá,AMÉRICA DEL NORTE,América Del Norte,AMÉRICA DEL NORTE,02 NORTEAMÉRICA,Canadá,Turista,2.0,2009-09-01
2009,9,Sep,Marítima,03 Puerto Quetzal,Costa Rica,AMÉRICA DEL CENTRO,América Del Centro,AMÉRICA CENTRAL,01 CENTROAMÉRICA,Resto de Centro América,Turista,16.0,2009-09-01
2009,9,Sep,Marítima,03 Puerto Quetzal,Croacia,OTROS EUROPEOS,Europa,EUROPA MERIDIONAL,08 OTROS,Europa,Turista,1.0,2009-09-01
2009,9,Sep,Marítima,03 Puerto Quetzal,El Salvador,AMÉRICA DEL CENTRO,América Del Centro,AMÉRICA CENTRAL,01 CENTROAMÉRICA,El Salvador,Turista,1.0,2009-09-01
2009,9,Sep,Marítima,03 Puerto Quetzal,España,EUROPA,Europa,EUROPA MERIDIONAL,04 EUROPA,Europa,Turista,5.0,2009-09-01
2009,9,Sep,Marítima,03 Puerto Quetzal,Estados Unidos de América,AMÉRICA DEL NORTE,América Del Norte,AMÉRICA DEL NORTE,02 NORTEAMÉRICA,Estados Unidos de América,Turista,1.0,2009-09-01
2009,9,Sep,Marítima,03 Puerto Quetzal,Federación de Rusia,EUROPA,Europa,EUROPA CENTRAL/ORIENTAL,05 BRICS,Europa,Turista,1.0,2009-09-01
2009,9,Sep,Marítima,03 Puerto Quetzal,Filipinas,OTROS ASIA,Asia,ASIA DEL SUDESTE,08 OTROS,Resto del Mundo,Turista,9.0,2009-09-01
2009,9,Sep,Marítima,03 Puerto Quetzal,Finlandia,OTROS EUROPEOS,Europa,EUROPA DEL NORTE,08 OTROS,Europa,Turista,1.0,2009-09-01
2009,9,Sep,Marítima,03 Puerto Quetzal,Grecia,OTROS EUROPEOS,Europa,EUROPA MERIDIONAL,08 OTROS,Europa,Turista,2.0,2009-09-01
2009,9,Sep,Marítima,03 Puerto Quetzal,Guatemala,AMÉRICA DEL CENTRO,América Del Centro,AMÉRICA CENTRAL,01 CENTROAMÉRICA,Guatemala,Turista,12.0,2009-09-01
2009,9,Sep,Marítima,03 Puerto Quetzal,India,OTROS ASIA,Asia,ASIA MERIDIONAL,08 OTROS,Resto del Mundo,Turista,2.0,2009-09-01
2009,9,Sep,Marítima,03 Puerto Quetzal,México,AMÉRICA DEL NORTE,América Del Norte,AMÉRICA DEL NORTE,02 NORTEAMÉRICA,México,Turista,1.0,2009-09-01
2009,9,Sep,Marítima,03 Puerto Quetzal,Noruega,EUROPA,Europa,EUROPA DEL NORTE,08 OTROS,Europa,Turista,1.0,2009-09-01
2009,9,Sep,Marítima,03 Puerto Quetzal,Polonia,OTROS EUROPEOS,Europa,EUROPA CENTRAL/ORIENTAL,08 OTROS,Europa,Turista,1.0,2009-09-01
2009,9,Sep,Marítima,03 Puerto Quetzal,Reino Unido de Gran Bretaña e Irlanda del Norte,EUROPA,Europa,EUROPA DEL NORTE,04 EUROPA,Europa,Turista,1.0,2009-09-01
2009,9,Sep,Marítima,04 Santo Tomás de Castilla,Federación de Rusia,EUROPA,Europa,EUROPA CENTRAL/ORIENTAL,05 BRICS,Europa,Turista,2.0,2009-09-01
2009,9,Sep,Marítima,04 Santo Tomás de Castilla,Filipinas,OTROS ASIA,Asia,ASIA DEL SUDESTE,08 OTROS,Resto del Mundo,Turista,3.0,2009-09-01
2009,9,Sep,Marítima,04 Santo Tomás de Castilla,Letonia,OTROS EUROPEOS,Europa,EUROPA CENTRAL/ORIENTAL,08 OTROS,Europa,Turista,1.0,2009-09-01
2009,9,Sep,Marítima,04 Santo Tomás de Castilla,Polonia,OTROS EUROPEOS,Europa,EUROPA CENTRAL/ORIENTAL,08 OTROS,Europa,Turista,2.0,2009-09-01
2009,9,Sep,Marítima,04 Santo Tomás de Castilla,Reino Unido de Gran Bretaña e Irlanda del Norte,EUROPA,Europa,EUROPA DEL NORTE,04 EUROPA,Europa,Turista,3.0,2009-09-01
2009,9,Sep,Marítima,04 Santo Tomás de Castilla,Ucrania,OTROS EUROPEOS,Europa,EUROPA CENTRAL/ORIENTAL,08 OTROS,Europa,Turista,3.0,2009-09-01
2009,9,Sep,Marítima,05 Puerto Barrios,Alemania,EUROPA,Europa,EUROPA OCCIDENTAL,04 EUROPA,Europa,Turista,17.0,2009-09-01
2009,9,Sep,Marítima,05 Puerto Barrios,Argentina,AMÉRICA DEL SUR,América Del Sur y el Caribe,AMÉRICA DEL SUR,03 SUDAMÉRICA,Suramérica,Turista,2.0,2009-09-01
2009,9,Sep,Marítima,05 Puerto Barrios,Australia,OCEANÍA,Oceanía,AUSTRALASIA,06 RESTO DEL MUNDO,Resto del Mundo,Turista,7.0,2009-09-01
2009,9,Sep,Marítima,05 Puerto Barrios,Austria,EUROPA,Europa,EUROPA OCCIDENTAL,08 OTROS,Europa,Turista,3.0,2009-09-01
2009,9,Sep,Marítima,05 Puerto Barrios,Belice,AMÉRICA DEL CENTRO,América Del Centro,AMÉRICA CENTRAL,01 CENTROAMÉRICA,Belice,Turista,94.0,2009-09-01
2009,9,Sep,Marítima,05 Puerto Barrios,Bélgica,EUROPA,Europa,EUROPA OCCIDENTAL,08 OTROS,Europa,Turista,2.0,2009-09-01
2009,9,Sep,Marítima,05 Puerto Barrios,Canadá,AMÉRICA DEL NORTE,América Del Norte,AMÉRICA DEL NORTE,02 NORTEAMÉRICA,Canadá,Turista,9.0,2009-09-01
2009,9,Sep,Marítima,05 Puerto Barrios,Dinamarca,EUROPA,Europa,EUROPA DEL NORTE,08 OTROS,Europa,Turista,3.0,2009-09-01
2009,9,Sep,Marítima,05 Puerto Barrios,El Salvador,AMÉRICA DEL CENTRO,América Del Centro,AMÉRICA CENTRAL,01 CENTROAMÉRICA,El Salvador,Turista,9.0,2009-09-01
2009,9,Sep,Marítima,05 Puerto Barrios,España,EUROPA,Europa,EUROPA MERIDIONAL,04 EUROPA,Europa,Turista,8.0,2009-09-01
2009,9,Sep,Marítima,05 Puerto Barrios,Estados Unidos de América,AMÉRICA DEL NORTE,América Del Norte,AMÉRICA DEL NORTE,02 NORTEAMÉRICA,Estados Unidos de América,Turista,69.0,2009-09-01
2009,9,Sep,Marítima,05 Puerto Barrios,Francia,EUROPA,Europa,EUROPA OCCIDENTAL,04 EUROPA,Europa,Turista,12.0,2009-09-01
2009,9,Sep,Marítima,05 Puerto Barrios,Guatemala,AMÉRICA DEL CENTRO,América Del Centro,AMÉRICA CENTRAL,01 CENTROAMÉRICA,Guatemala,Turista,119.0,2009-09-01
2009,9,Sep,Marítima,05 Puerto Barrios,Honduras,AMÉRICA DEL CENTRO,América Del Centro,AMÉRICA CENTRAL,01 CENTROAMÉRICA,Honduras,Turista,89.0,2009-09-01
2009,9,Sep,Marítima,05 Puerto Barrios,Irlanda,OTROS EUROPEOS,Europa,EUROPA DEL NORTE,08 OTROS,Europa,Turista,5.0,2009-09-01
2009,9,Sep,Marítima,05 Puerto Barrios,Israel,ORIENTE MEDIO,Oriente Medio,EUROPA MEDITERRÁNEA ORIENTAL,06 RESTO DEL MUNDO,Resto del Mundo,Turista,3.0,2009-09-01
2009,9,Sep,Marítima,05 Puerto Barrios,Italia,EUROPA,Europa,EUROPA MERIDIONAL,04 EUROPA,Europa,Turista,3.0,2009-09-01
2009,9,Sep,Marítima,05 Puerto Barrios,Japón,ASIA,Asia,ASIA DEL NORDESTE,06 RESTO DEL MUNDO,Resto del Mundo,Turista,1.0,2009-09-01
2009,9,Sep,Marítima,05 Puerto Barrios,México,AMÉRICA DEL NORTE,América Del Norte,AMÉRICA DEL NORTE,02 NORTEAMÉRICA,México,Turista,7.0,2009-09-01
2009,9,Sep,Marítima,05 Puerto Barrios,Nicaragua,AMÉRICA DEL CENTRO,América Del Centro,AMÉRICA CENTRAL,01 CENTROAMÉRICA,Resto de Centro América,Turista,4.0,2009-09-01
2009,9,Sep,Marítima,05 Puerto Barrios,Noruega,EUROPA,Europa,EUROPA DEL NORTE,08 OTROS,Europa,Turista,8.0,2009-09-01
2009,9,Sep,Marítima,05 Puerto Barrios,Nueva Zelanda,OCEANÍA,Oceanía,AUSTRALASIA,08 OTROS,Resto del Mundo,Turista,4.0,2009-09-01
2009,9,Sep,Marítima,05 Puerto Barrios,Países Bajos,EUROPA,Europa,EUROPA OCCIDENTAL,04 EUROPA,Europa,Turista,7.0,2009-09-01
2009,9,Sep,Marítima,05 Puerto Barrios,Polonia,OTROS EUROPEOS,Europa,EUROPA CENTRAL/ORIENTAL,08 OTROS,Europa,Turista,4.0,2009-09-01
2009,9,Sep,Marítima,05 Puerto Barrios,Reino Unido de Gran Bretaña e Irlanda del Norte,EUROPA,Europa,EUROPA DEL NORTE,04 EUROPA,Europa,Turista,25.0,2009-09-01
2009,9,Sep,Marítima,05 Puerto Barrios,Sudáfrica,OTROS PAISES DEL MUNDO,Otros Paises Del Mundo,ÁFRICA AUSTRAL,08 OTROS,Resto del Mundo,Turista,1.0,2009-09-01
2009,9,Sep,Marítima,05 Puerto Barrios,Suecia,EUROPA,Europa,EUROPA DEL NORTE,08 OTROS,Europa,Turista,1.0,2009-09-01
2009,9,Sep,Marítima,05 Puerto Barrios,Suiza,EUROPA,Europa,EUROPA OCCIDENTAL,08 OTROS,Europa,Turista,6.0,2009-09-01
2009,9,Sep,Marítima,05 Puerto Barrios,Ucrania,OTROS EUROPEOS,Europa,EUROPA CENTRAL/ORIENTAL,08 OTROS,Europa,Turista,1.0,2009-09-01
2009,9,Sep,Marítima,06 Livingston,Alemania,EUROPA,Europa,EUROPA OCCIDENTAL,04 EUROPA,Europa,Turista,5.0,2009-09-01
2009,9,Sep,Marítima,06 Livingston,Argentina,AMÉRICA DEL SUR,América Del Sur y el Caribe,AMÉRICA DEL SUR,03 SUDAMÉRICA,Suramérica,Turista,1.0,2009-09-01
2009,9,Sep,Marítima,06 Livingston,Australia,OCEANÍA,Oceanía,AUSTRALASIA,06 RESTO DEL MUNDO,Resto del Mundo,Turista,7.0,2009-09-01
2009,9,Sep,Marítima,06 Livingston,Austria,EUROPA,Europa,EUROPA OCCIDENTAL,08 OTROS,Europa,Turista,4.0,2009-09-01
2009,9,Sep,Marítima,06 Livingston,Belice,AMÉRICA DEL CENTRO,América Del Centro,AMÉRICA CENTRAL,01 CENTROAMÉRICA,Belice,Turista,21.0,2009-09-01
2009,9,Sep,Marítima,06 Livingston,Brasil,AMÉRICA DEL SUR,América Del Sur y el Caribe,AMÉRICA DEL SUR,03 SUDAMÉRICA,Suramérica,Turista,1.0,2009-09-01
2009,9,Sep,Marítima,06 Livingston,Bélgica,EUROPA,Europa,EUROPA OCCIDENTAL,08 OTROS,Europa,Turista,2.0,2009-09-01
2009,9,Sep,Marítima,06 Livingston,Canadá,AMÉRICA DEL NORTE,América Del Norte,AMÉRICA DEL NORTE,02 NORTEAMÉRICA,Canadá,Turista,1.0,2009-09-01
2009,9,Sep,Marítima,06 Livingston,Dinamarca,EUROPA,Europa,EUROPA DEL NORTE,08 OTROS,Europa,Turista,4.0,2009-09-01
2009,9,Sep,Marítima,06 Livingston,España,EUROPA,Europa,EUROPA MERIDIONAL,04 EUROPA,Europa,Turista,12.0,2009-09-01
2009,9,Sep,Marítima,06 Livingston,Estados Unidos de América,AMÉRICA DEL NORTE,América Del Norte,AMÉRICA DEL NORTE,02 NORTEAMÉRICA,Estados Unidos de América,Turista,56.0,2009-09-01
2009,9,Sep,Marítima,06 Livingston,Francia,EUROPA,Europa,EUROPA OCCIDENTAL,04 EUROPA,Europa,Turista,2.0,2009-09-01
2009,9,Sep,Marítima,06 Livingston,Guatemala,AMÉRICA DEL CENTRO,América Del Centro,AMÉRICA CENTRAL,01 CENTROAMÉRICA,Guatemala,Turista,31.0,2009-09-01
2009,9,Sep,Marítima,06 Livingston,Honduras,AMÉRICA DEL CENTRO,América Del Centro,AMÉRICA CENTRAL,01 CENTROAMÉRICA,Honduras,Turista,1.0,2009-09-01
2009,9,Sep,Marítima,06 Livingston,Irlanda,OTROS EUROPEOS,Europa,EUROPA DEL NORTE,08 OTROS,Europa,Turista,1.0,2009-09-01
2009,9,Sep,Marítima,06 Livingston,Israel,ORIENTE MEDIO,Oriente Medio,EUROPA MEDITERRÁNEA ORIENTAL,06 RESTO DEL MUNDO,Resto del Mundo,Turista,1.0,2009-09-01
2009,9,Sep,Marítima,06 Livingston,Países Bajos,EUROPA,Europa,EUROPA OCCIDENTAL,04 EUROPA,Europa,Turista,4.0,2009-09-01
2009,9,Sep,Marítima,06 Livingston,Portugal,OTROS EUROPEOS,Europa,EUROPA MERIDIONAL,08 OTROS,Europa,Turista,1.0,2009-09-01
2009,9,Sep,Marítima,06 Livingston,Reino Unido de Gran Bretaña e Irlanda del Norte,EUROPA,Europa,EUROPA DEL NORTE,04 EUROPA,Europa,Turista,15.0,2009-09-01
2009,9,Sep,Marítima,06 Livingston,República de Corea,ASIA,Asia,ASIA DEL NORDESTE,08 OTROS,Resto del Mundo,Turista,1.0,2009-09-01
2009,9,Sep,Marítima,06 Livingston,Sudáfrica,OTROS PAISES DEL MUNDO,Otros Paises Del Mundo,ÁFRICA AUSTRAL,08 OTROS,Resto del Mundo,Turista,1.0,2009-09-01
2009,9,Sep,Marítima,06 Livingston,Suiza,EUROPA,Europa,EUROPA OCCIDENTAL,08 OTROS,Europa,Turista,1.0,2009-09-01
2009,9,Sep,Marítima,06 Livingston,Turquía,OTROS EUROPEOS,Europa,EUROPA MEDITERRÁNEA ORIENTAL,08 OTROS,Europa,Turista,1.0,2009-09-01
2009,9,Sep,Terrestre,07 Valle Nuevo,Albania,OTROS EUROPEOS,Europa,EUROPA MERIDIONAL,08 OTROS,Europa,Turista,1.0,2009-09-01
2009,9,Sep,Terrestre,07 Valle Nuevo,Alemania,EUROPA,Europa,EUROPA OCCIDENTAL,04 EUROPA,Europa,Turista,74.0,2009-09-01
2009,9,Sep,Terrestre,07 Valle Nuevo,Argelia,OTROS PAISES DEL MUNDO,Otros Paises Del Mundo,ÁFRICA DEL NORTE,08 OTROS,Resto del Mundo,Turista,1.0,2009-09-01
2009,9,Sep,Terrestre,07 Valle Nuevo,Argentina,AMÉRICA DEL SUR,América Del Sur y el Caribe,AMÉRICA DEL SUR,03 SUDAMÉRICA,Suramérica,Turista,46.0,2009-09-01
2009,9,Sep,Terrestre,07 Valle Nuevo,Australia,OCEANÍA,Oceanía,AUSTRALASIA,06 RESTO DEL MUNDO,Resto del Mundo,Turista,23.0,2009-09-01
2009,9,Sep,Terrestre,07 Valle Nuevo,Austria,EUROPA,Europa,EUROPA OCCIDENTAL,08 OTROS,Europa,Turista,10.0,2009-09-01
2009,9,Sep,Terrestre,07 Valle Nuevo,Belice,AMÉRICA DEL CENTRO,América Del Centro,AMÉRICA CENTRAL,01 CENTROAMÉRICA,Belice,Turista,54.0,2009-09-01
2009,9,Sep,Terrestre,07 Valle Nuevo,Bolivia (Estado Plurinacional de),OTROS SUDAMERICANOS,América Del Sur y el Caribe,AMÉRICA DEL SUR,08 OTROS,Suramérica,Turista,2.0,2009-09-01
2009,9,Sep,Terrestre,07 Valle Nuevo,Brasil,AMÉRICA DEL SUR,América Del Sur y el Caribe,AMÉRICA DEL SUR,03 SUDAMÉRICA,Suramérica,Turista,29.0,2009-09-01
2009,9,Sep,Terrestre,07 Valle Nuevo,Bélgica,EUROPA,Europa,EUROPA OCCIDENTAL,08 OTROS,Europa,Turista,11.0,2009-09-01
2009,9,Sep,Terrestre,07 Valle Nuevo,Canadá,AMÉRICA DEL NORTE,América Del Norte,AMÉRICA DEL NORTE,02 NORTEAMÉRICA,Canadá,Turista,43.0,2009-09-01
2009,9,Sep,Terrestre,07 Valle Nuevo,Chile,AMÉRICA DEL SUR,América Del Sur y el Caribe,AMÉRICA DEL SUR,08 OTROS,Suramérica,Turista,26.0,2009-09-01
2009,9,Sep,Terrestre,07 Valle Nuevo,China,ASIA,Asia,ASIA DEL NORDESTE,05 BRICS,Resto del Mundo,Turista,14.0,2009-09-01
2009,9,Sep,Terrestre,07 Valle Nuevo,Colombia,AMÉRICA DEL SUR,América Del Sur y el Caribe,AMÉRICA DEL SUR,03 SUDAMÉRICA,Suramérica,Turista,49.0,2009-09-01
2009,9,Sep,Terrestre,07 Valle Nuevo,Costa Rica,AMÉRICA DEL CENTRO,América Del Centro,AMÉRICA CENTRAL,01 CENTROAMÉRICA,Resto de Centro América,Turista,132.0,2009-09-01
2009,9,Sep,Terrestre,07 Valle Nuevo,Cuba,EL CARIBE,América Del Sur y el Caribe,EL CARIBE,08 OTROS,Resto del Mundo,Turista,1.0,2009-09-01
2009,9,Sep,Terrestre,07 Valle Nuevo,Dinamarca,EUROPA,Europa,EUROPA DEL NORTE,08 OTROS,Europa,Turista,4.0,2009-09-01
2009,9,Sep,Terrestre,07 Valle Nuevo,Ecuador,AMÉRICA DEL SUR,América Del Sur y el Caribe,AMÉRICA DEL SUR,08 OTROS,Suramérica,Turista,4.0,2009-09-01
